customer_id,recency,frequency,monetary,cluster,segment
C02534,55,9,2932.2799999999997,3,At-Risk (Fading Regulars)
C02535,40,8,3986.45,0,Active Regulars
C02536,9,10,2389.84,0,Active Regulars
C02537,13,36,11297.26,2,Champions
C02538,313,6,1452.97,3,At-Risk (Fading Regulars)
C02539,26,16,4298.09,0,Active Regulars
C02540,11,21,6284.13,2,Champions
C02541,3,9,4406.3,0,Active Regulars
C02542,10,9,1415.89,0,Active Regulars
C02543,232,4,1164.9099999999999,3,At-Risk (Fading Regulars)
C02544,3,23,7090.4,2,Champions
C02545,18,8,4296.320000000001,0,Active Regulars
C02546,140,4,594.74,1,Lapsed / Low-Value
C02547,4,12,2574.78,0,Active Regulars
C02548,24,4,1201.71,0,Active Regulars
C02549,144,2,321.90999999999997,1,Lapsed / Low-Value
C02550,208,8,4557.0599999999995,3,At-Risk (Fading Regulars)
C02551,117,6,3306.0,3,At-Risk (Fading Regulars)
C02554,287,1,184.99,1,Lapsed / Low-Value
C02555,18,7,1608.93,0,Active Regulars
C02556,96,3,1926.83,3,At-Risk (Fading Regulars)
C02558,360,1,307.94,1,Lapsed / Low-Value
C02559,111,8,1770.4,3,At-Risk (Fading Regulars)
C02560,68,2,983.25,1,Lapsed / Low-Value
C02561,27,11,4186.1,0,Active Regulars
C02562,9,13,6153.5199999999995,2,Champions
C02563,9,10,2892.42,0,Active Regulars
C02564,2,10,4932.91,0,Active Regulars
C02565,5,15,3771.59,0,Active Regulars
C02566,114,7,4520.82,3,At-Risk (Fading Regulars)
C02567,19,9,2579.7200000000003,0,Active Regulars
C02568,32,3,1407.81,3,At-Risk (Fading Regulars)
C02569,143,9,2390.76,3,At-Risk (Fading Regulars)
C02570,272,1,261.66,1,Lapsed / Low-Value
C02571,12,13,3765.39,0,Active Regulars
C02572,37,11,3312.94,0,Active Regulars
C02576,56,8,1937.52,3,At-Risk (Fading Regulars)
C02577,125,2,531.28,1,Lapsed / Low-Value
C02578,8,27,7166.4800000000005,2,Champions
C02579,138,3,1166.75,3,At-Risk (Fading Regulars)
C02580,198,1,492.22,1,Lapsed / Low-Value
C02581,210,14,4122.94,3,At-Risk (Fading Regulars)
C02582,12,5,2885.6,0,Active Regulars
C02584,9,31,10475.0,2,Champions
C02586,2,10,2322.0,0,Active Regulars
C02587,7,8,3130.51,0,Active Regulars
C02589,11,7,5007.58,0,Active Regulars
C02590,40,6,2762.09,3,At-Risk (Fading Regulars)
C02591,47,12,3088.85,3,At-Risk (Fading Regulars)
C02592,16,5,3803.7200000000003,0,Active Regulars
C02593,26,9,2725.02,0,Active Regulars
C02594,10,7,3967.17,0,Active Regulars
C02595,13,22,7629.25,2,Champions
C02596,110,8,2124.86,3,At-Risk (Fading Regulars)
C02597,12,7,2723.9,0,Active Regulars
C02598,252,3,1833.53,3,At-Risk (Fading Regulars)
C02599,13,14,3774.78,0,Active Regulars
C02601,31,4,667.79,3,At-Risk (Fading Regulars)
C02602,10,65,23649.21,2,Champions
C02603,10,12,3182.23,0,Active Regulars
C02604,1,12,6563.68,2,Champions
C02605,278,1,171.62,1,Lapsed / Low-Value
C02606,3,14,4533.74,2,Champions
C02607,55,13,3226.17,3,At-Risk (Fading Regulars)
C02608,362,1,139.02,1,Lapsed / Low-Value
C02611,6,8,4716.34,0,Active Regulars
C02612,180,2,905.6,1,Lapsed / Low-Value
C02613,55,10,2797.28,3,At-Risk (Fading Regulars)
C02614,9,33,9417.8,2,Champions
C02615,10,9,3383.96,0,Active Regulars
C02616,82,6,2918.17,3,At-Risk (Fading Regulars)
C02618,265,7,2255.25,3,At-Risk (Fading Regulars)
C02620,20,1,185.36,1,Lapsed / Low-Value
C02621,4,12,3295.76,0,Active Regulars
C02622,4,14,4839.35,2,Champions
C02623,25,12,4896.51,0,Active Regulars
C02624,195,5,2231.98,3,At-Risk (Fading Regulars)
C02625,4,23,6464.7,2,Champions
C02627,18,11,3128.28,0,Active Regulars
C02628,210,14,3382.27,3,At-Risk (Fading Regulars)
C02629,82,2,560.64,1,Lapsed / Low-Value
C02630,9,6,2722.65,0,Active Regulars
C02631,254,5,1157.14,3,At-Risk (Fading Regulars)
C02632,45,13,3953.17,0,Active Regulars
C02633,5,30,9090.12,2,Champions
C02634,1,9,3664.01,0,Active Regulars
C02635,19,20,12097.74,2,Champions
C02636,4,3,665.65,0,Active Regulars
C02637,1,5,1365.16,0,Active Regulars
C02638,20,10,4440.08,0,Active Regulars
C02639,128,1,135.77,1,Lapsed / Low-Value
C02640,19,5,1488.56,0,Active Regulars
C02641,7,20,10075.52,2,Champions
C02642,8,5,3613.23,0,Active Regulars
C02643,2,12,5579.36,2,Champions
C02644,8,41,9369.15,2,Champions
C02645,152,27,11313.7,2,Champions
C02646,3,55,16669.31,2,Champions
C02647,1,30,10939.85,2,Champions
C02648,277,1,410.78,1,Lapsed / Low-Value
C02649,14,1,1346.22,0,Active Regulars
C02650,64,4,1189.87,3,At-Risk (Fading Regulars)
C02651,4,27,7648.2,2,Champions
C02652,53,4,2293.5899999999997,3,At-Risk (Fading Regulars)
C02653,31,5,1037.6399999999999,3,At-Risk (Fading Regulars)
C02654,2,53,19234.54,2,Champions
C02655,112,6,1095.6,3,At-Risk (Fading Regulars)
C02656,3,17,5207.22,2,Champions
C02657,18,13,4628.39,0,Active Regulars
C02659,24,19,6895.6900000000005,2,Champions
C02662,149,5,924.01,3,At-Risk (Fading Regulars)
C02663,115,4,2973.7200000000003,3,At-Risk (Fading Regulars)
C02664,2,14,5740.64,2,Champions
C02665,43,14,3967.58,0,Active Regulars
C02666,325,1,213.29,1,Lapsed / Low-Value
C02667,236,1,1156.85,1,Lapsed / Low-Value
C02668,16,9,2053.83,0,Active Regulars
C02669,20,5,1471.8200000000002,0,Active Regulars
C02670,323,1,373.77,1,Lapsed / Low-Value
C02671,282,3,795.8399999999999,1,Lapsed / Low-Value
C02672,46,4,745.54,3,At-Risk (Fading Regulars)
C02673,1,14,7184.15,2,Champions
C02674,107,1,38.08,1,Lapsed / Low-Value
C02675,6,13,5454.48,2,Champions
C02676,259,1,252.4,1,Lapsed / Low-Value
C02677,8,4,1703.04,0,Active Regulars
C02678,65,1,660.58,1,Lapsed / Low-Value
C02679,1,18,5746.02,2,Champions
C02680,236,2,215.44,1,Lapsed / Low-Value
C02681,43,16,6924.67,2,Champions
C02682,5,39,11676.06,2,Champions
C02684,67,15,6145.26,3,At-Risk (Fading Regulars)
C02685,214,3,1462.01,3,At-Risk (Fading Regulars)
C02686,105,1,962.33,1,Lapsed / Low-Value
C02687,13,10,4100.35,0,Active Regulars
C02688,3,58,21814.84,2,Champions
C02689,152,21,8185.53,3,At-Risk (Fading Regulars)
C02690,298,6,2700.6400000000003,3,At-Risk (Fading Regulars)
C02691,2,12,2457.38,0,Active Regulars
C02692,33,5,1312.19,3,At-Risk (Fading Regulars)
C02693,12,28,9609.05,2,Champions
C02694,61,7,3702.6,3,At-Risk (Fading Regulars)
C02695,38,11,3706.68,0,Active Regulars
C02696,92,3,1259.01,3,At-Risk (Fading Regulars)
C02697,4,27,8861.07,2,Champions
C02698,261,3,1972.7700000000002,3,At-Risk (Fading Regulars)
C02699,67,4,970.53,3,At-Risk (Fading Regulars)
C02700,9,38,12211.01,2,Champions
C02701,9,52,17367.45,2,Champions
C02702,14,10,3906.0,0,Active Regulars
C02703,126,11,3019.4700000000003,3,At-Risk (Fading Regulars)
C02704,7,46,19601.55,2,Champions
C02705,12,11,4757.51,0,Active Regulars
C02706,182,3,1028.51,3,At-Risk (Fading Regulars)
C02707,34,11,3011.33,0,Active Regulars
C02708,215,2,386.02,1,Lapsed / Low-Value
C02709,11,25,6509.34,2,Champions
C02710,13,23,6709.67,2,Champions
C02711,190,2,459.84,1,Lapsed / Low-Value
C02712,1,5,1554.31,0,Active Regulars
C02713,74,1,172.61,1,Lapsed / Low-Value
C02714,64,11,3837.74,3,At-Risk (Fading Regulars)
C02715,179,3,2081.79,3,At-Risk (Fading Regulars)
C02716,158,24,8100.77,3,At-Risk (Fading Regulars)
C02717,96,1,214.49,1,Lapsed / Low-Value
C02718,3,107,35667.39,2,Champions
C02719,59,7,1671.1100000000001,3,At-Risk (Fading Regulars)
C02720,75,4,1118.6399999999999,3,At-Risk (Fading Regulars)
C02722,295,4,1357.23,3,At-Risk (Fading Regulars)
C02723,212,1,182.35,1,Lapsed / Low-Value
C02724,8,6,1644.88,0,Active Regulars
C02726,83,13,3445.79,3,At-Risk (Fading Regulars)
C02727,211,4,3550.3900000000003,3,At-Risk (Fading Regulars)
C02728,115,1,426.95,1,Lapsed / Low-Value
C02729,84,38,13775.45,2,Champions
C02732,163,3,1228.97,3,At-Risk (Fading Regulars)
C02733,8,10,4475.16,0,Active Regulars
C02734,29,7,1394.99,0,Active Regulars
C02735,1,25,8215.03,2,Champions
C02736,1,12,3827.04,0,Active Regulars
C02737,226,10,1986.8799999999999,3,At-Risk (Fading Regulars)
C02738,45,7,1467.13,3,At-Risk (Fading Regulars)
C02739,79,4,734.45,3,At-Risk (Fading Regulars)
C02740,1,18,4352.85,2,Champions
C02741,12,6,1220.5,0,Active Regulars
C02743,25,24,9060.12,2,Champions
C02744,53,4,2446.1000000000004,3,At-Risk (Fading Regulars)
C02745,172,1,270.49,1,Lapsed / Low-Value
C02746,8,4,1226.33,0,Active Regulars
C02747,103,4,1326.41,3,At-Risk (Fading Regulars)
C02749,11,22,6864.78,2,Champions
C02750,13,23,8387.83,2,Champions
C02751,37,6,3341.58,3,At-Risk (Fading Regulars)
C02752,4,36,12044.66,2,Champions
C02753,40,4,1061.27,3,At-Risk (Fading Regulars)
C02755,46,6,2203.67,3,At-Risk (Fading Regulars)
C02756,3,68,24837.91,2,Champions
C02757,38,5,1548.43,3,At-Risk (Fading Regulars)
C02758,4,14,4542.14,2,Champions
C02759,2,8,2684.7799999999997,0,Active Regulars
C02760,12,22,7236.04,2,Champions
C02761,316,1,574.78,1,Lapsed / Low-Value
C02762,146,27,6176.75,3,At-Risk (Fading Regulars)
C02763,3,64,19872.24,2,Champions
C02764,1,31,12943.35,2,Champions
C02765,7,16,5195.52,2,Champions
C02766,3,16,5318.17,2,Champions
C02767,6,3,1069.95,0,Active Regulars
C02768,18,27,12331.15,2,Champions
C02769,216,2,514.02,1,Lapsed / Low-Value
C02770,27,3,1607.94,3,At-Risk (Fading Regulars)
C02772,216,3,1407.57,3,At-Risk (Fading Regulars)
C02773,2,31,8184.55,2,Champions
C02774,6,28,8734.06,2,Champions
C02775,6,24,9124.48,2,Champions
C02776,102,3,1295.19,3,At-Risk (Fading Regulars)
C02777,11,50,16676.93,2,Champions
C02780,287,5,2290.7000000000003,3,At-Risk (Fading Regulars)
C02781,36,3,937.69,3,At-Risk (Fading Regulars)
C02782,248,1,456.02,1,Lapsed / Low-Value
C02783,80,4,1420.52,3,At-Risk (Fading Regulars)
C02784,41,7,1555.58,3,At-Risk (Fading Regulars)
C02785,11,20,9027.64,2,Champions
C02786,53,2,330.0,1,Lapsed / Low-Value
C02787,19,12,5743.68,0,Active Regulars
C02788,203,2,424.8,1,Lapsed / Low-Value
C02789,2,16,7901.27,2,Champions
C02790,356,1,250.99,1,Lapsed / Low-Value
C02791,59,12,2391.46,3,At-Risk (Fading Regulars)
C02792,224,3,882.46,1,Lapsed / Low-Value
C02793,112,40,13588.9,2,Champions
C02794,8,56,19663.36,2,Champions
C02795,70,1,68.99,1,Lapsed / Low-Value
C02796,15,8,3943.94,0,Active Regulars
C02797,274,1,136.52,1,Lapsed / Low-Value
C02798,10,9,2466.21,0,Active Regulars
C02799,257,4,1715.89,3,At-Risk (Fading Regulars)
C02800,60,9,3322.56,3,At-Risk (Fading Regulars)
C02801,10,20,8353.64,2,Champions
C02802,1,17,4827.46,2,Champions
C02803,145,2,1184.35,1,Lapsed / Low-Value
C02804,1,19,4677.52,2,Champions
C02805,1,66,20386.82,2,Champions
C02806,49,3,395.27000000000004,1,Lapsed / Low-Value
C02807,60,5,1565.47,3,At-Risk (Fading Regulars)
C02809,35,6,2335.1,3,At-Risk (Fading Regulars)
C02810,36,10,3531.76,0,Active Regulars
C02812,2,24,6970.85,2,Champions
C02813,12,13,3420.04,0,Active Regulars
C02814,4,18,5201.97,2,Champions
C02815,4,15,5812.31,2,Champions
C02816,39,10,3074.53,0,Active Regulars
C02817,32,6,2507.5699999999997,0,Active Regulars
C02818,20,12,3342.24,0,Active Regulars
C02819,167,3,2292.7599999999998,3,At-Risk (Fading Regulars)
C02820,164,2,632.69,1,Lapsed / Low-Value
C02821,346,1,613.41,1,Lapsed / Low-Value
C02822,1,46,13930.89,2,Champions
C02823,36,8,2297.83,0,Active Regulars
C02824,46,5,1304.67,3,At-Risk (Fading Regulars)
C02825,17,22,8166.679999999999,2,Champions
C02826,3,9,1976.48,0,Active Regulars
C02827,82,6,1427.31,3,At-Risk (Fading Regulars)
C02828,263,5,1172.4,3,At-Risk (Fading Regulars)
C02829,21,27,9859.92,2,Champions
C02830,2,19,4015.11,2,Champions
C02831,59,12,4628.08,3,At-Risk (Fading Regulars)
C02832,55,5,870.67,3,At-Risk (Fading Regulars)
C02834,12,13,4997.3099999999995,0,Active Regulars
C02835,45,1,772.38,1,Lapsed / Low-Value
C02836,29,4,1235.6200000000001,3,At-Risk (Fading Regulars)
C02837,201,1,118.87,1,Lapsed / Low-Value
C02838,90,9,5063.42,3,At-Risk (Fading Regulars)
C02839,15,23,9722.89,2,Champions
C02840,1,16,3590.83,2,Champions
C02841,290,9,2185.3199999999997,3,At-Risk (Fading Regulars)
C02843,24,25,8212.33,2,Champions
C02844,7,15,5926.69,2,Champions
C02845,123,8,3265.01,3,At-Risk (Fading Regulars)
C02846,12,10,3138.72,0,Active Regulars
C02847,5,14,4020.02,0,Active Regulars
C02848,4,20,6099.0,2,Champions
C02849,1,11,3792.5,0,Active Regulars
C02850,12,31,11179.57,2,Champions
C02851,213,2,355.46,1,Lapsed / Low-Value
C02852,316,1,564.53,1,Lapsed / Low-Value
C02853,28,25,13489.029999999999,2,Champions
C02854,48,2,193.66000000000003,1,Lapsed / Low-Value
C02855,134,1,517.39,1,Lapsed / Low-Value
C02856,32,9,1189.52,0,Active Regulars
C02857,4,5,1908.3200000000002,0,Active Regulars
C02858,3,34,12272.050000000001,2,Champions
C02859,28,12,3316.3599999999997,0,Active Regulars
C02860,162,2,415.04999999999995,1,Lapsed / Low-Value
C02861,281,3,586.75,1,Lapsed / Low-Value
C02862,10,11,2288.27,0,Active Regulars
C02863,48,15,4268.48,0,Active Regulars
C02864,117,2,201.11,1,Lapsed / Low-Value
C02865,15,52,20212.31,2,Champions
C02867,347,1,145.66,1,Lapsed / Low-Value
C02869,9,26,11883.19,2,Champions
C02870,25,7,1716.03,0,Active Regulars
C02871,4,14,3897.56,0,Active Regulars
C02872,122,3,649.9,1,Lapsed / Low-Value
C02873,121,23,9074.95,3,At-Risk (Fading Regulars)
C02874,90,3,917.5,1,Lapsed / Low-Value
C02875,89,53,19648.53,2,Champions
C02876,63,4,1059.23,3,At-Risk (Fading Regulars)
C02877,11,13,3606.52,0,Active Regulars
C02878,29,17,8537.18,2,Champions
C02879,111,18,4959.87,3,At-Risk (Fading Regulars)
C02880,219,4,1001.87,3,At-Risk (Fading Regulars)
C02882,44,8,1965.22,3,At-Risk (Fading Regulars)
C02883,122,6,1859.46,3,At-Risk (Fading Regulars)
C02885,137,10,3119.6400000000003,3,At-Risk (Fading Regulars)
C02886,247,1,151.66,1,Lapsed / Low-Value
C02887,36,14,4845.47,0,Active Regulars
C02888,106,11,3280.91,3,At-Risk (Fading Regulars)
C02889,247,9,4898.6,3,At-Risk (Fading Regulars)
C02890,20,9,4279.93,0,Active Regulars
C02891,23,2,736.6,1,Lapsed / Low-Value
C02892,3,31,10172.89,2,Champions
C02893,243,6,1453.58,3,At-Risk (Fading Regulars)
C02894,19,20,8266.699999999999,2,Champions
C02895,152,13,3594.82,3,At-Risk (Fading Regulars)
C02896,7,2,1133.13,0,Active Regulars
C02897,112,4,1021.73,3,At-Risk (Fading Regulars)
C02900,54,2,413.51,1,Lapsed / Low-Value
C02901,9,23,7523.41,2,Champions
C02903,29,3,1249.4,3,At-Risk (Fading Regulars)
C02904,349,1,253.83,1,Lapsed / Low-Value
C02905,145,2,740.4,1,Lapsed / Low-Value
C02906,277,1,821.89,1,Lapsed / Low-Value
C02907,22,5,1636.34,0,Active Regulars
C02908,285,1,693.96,1,Lapsed / Low-Value
C02909,20,20,8155.68,2,Champions
C02910,27,6,3388.38,0,Active Regulars
C02911,37,7,1871.75,3,At-Risk (Fading Regulars)
C02912,3,15,7272.5599999999995,2,Champions
C02913,161,2,1107.1599999999999,1,Lapsed / Low-Value
C02914,55,2,993.2199999999999,1,Lapsed / Low-Value
C02915,309,2,525.6800000000001,1,Lapsed / Low-Value
C02916,8,38,12862.85,2,Champions
C02917,130,8,1456.48,3,At-Risk (Fading Regulars)
C02918,49,10,4672.13,3,At-Risk (Fading Regulars)
C02919,75,1,686.57,1,Lapsed / Low-Value
C02921,22,20,7538.91,2,Champions
C02922,229,1,283.9,1,Lapsed / Low-Value
C02923,12,44,14655.119999999999,2,Champions
C02924,5,19,7318.81,2,Champions
C02925,22,4,1325.42,0,Active Regulars
C02926,104,3,1178.13,3,At-Risk (Fading Regulars)
C02927,109,5,1723.8000000000002,3,At-Risk (Fading Regulars)
C02928,342,1,208.34,1,Lapsed / Low-Value
C02930,120,10,3096.2,3,At-Risk (Fading Regulars)
C02931,19,10,3782.22,0,Active Regulars
C02932,11,28,10014.18,2,Champions
C02933,21,18,6007.85,2,Champions
C02934,61,2,1397.6,3,At-Risk (Fading Regulars)
C02935,1,17,2916.4,2,Champions
C02936,57,10,2998.34,3,At-Risk (Fading Regulars)
C02937,2,45,15239.92,2,Champions
C02938,37,5,3749.8100000000004,3,At-Risk (Fading Regulars)
C02940,4,31,7475.61,2,Champions
C02941,72,4,663.12,1,Lapsed / Low-Value
C02942,61,3,1091.16,3,At-Risk (Fading Regulars)
C02943,99,2,230.32999999999998,1,Lapsed / Low-Value
C02944,123,3,1311.4,3,At-Risk (Fading Regulars)
C02946,258,4,620.23,1,Lapsed / Low-Value
C02947,5,8,2539.21,0,Active Regulars
C02948,257,2,422.90999999999997,1,Lapsed / Low-Value
C02949,20,8,1874.63,0,Active Regulars
C02950,252,29,10326.19,3,At-Risk (Fading Regulars)
C02951,16,13,4522.47,0,Active Regulars
C02952,4,4,989.82,0,Active Regulars
C02953,15,9,1779.77,0,Active Regulars
C02954,158,7,2589.16,3,At-Risk (Fading Regulars)
C02955,319,1,275.86,1,Lapsed / Low-Value
C02956,151,7,1534.7,3,At-Risk (Fading Regulars)
C02957,6,22,11864.07,2,Champions
C02958,25,6,1621.9899999999998,0,Active Regulars
C02959,12,12,3099.09,0,Active Regulars
C02960,2,4,1435.09,0,Active Regulars
C02961,103,4,1218.19,3,At-Risk (Fading Regulars)
C02962,22,16,3315.38,0,Active Regulars
C02963,46,5,1152.33,3,At-Risk (Fading Regulars)
C02964,301,2,191.37,1,Lapsed / Low-Value
C02965,53,5,1475.2,3,At-Risk (Fading Regulars)
C02966,32,15,3657.3,0,Active Regulars
C02967,25,7,1993.49,0,Active Regulars
C02968,14,28,8520.65,2,Champions
C02970,23,2,416.49,1,Lapsed / Low-Value
C02971,2,5,1780.6200000000001,0,Active Regulars
C02972,205,14,4041.16,3,At-Risk (Fading Regulars)
C02973,8,2,577.92,0,Active Regulars
C02975,86,9,2583.06,3,At-Risk (Fading Regulars)
C02977,124,19,5038.86,3,At-Risk (Fading Regulars)
C02978,284,6,2240.73,3,At-Risk (Fading Regulars)
C02979,77,3,1176.51,3,At-Risk (Fading Regulars)
C02980,322,1,360.73,1,Lapsed / Low-Value
C02981,4,13,4361.6,0,Active Regulars
C02982,14,13,4614.88,0,Active Regulars
C02983,218,6,1470.71,3,At-Risk (Fading Regulars)
C02984,4,2,550.6,0,Active Regulars
C02985,279,1,147.83,1,Lapsed / Low-Value
C02986,225,11,2463.81,3,At-Risk (Fading Regulars)
C02987,19,18,6379.88,2,Champions
C02988,6,37,10808.49,2,Champions
C02989,97,20,7219.04,3,At-Risk (Fading Regulars)
C02990,60,30,9512.039999999999,2,Champions
C02991,126,2,590.33,1,Lapsed / Low-Value
C02992,89,6,1688.18,3,At-Risk (Fading Regulars)
C02993,13,10,4218.32,0,Active Regulars
C02994,10,1,301.01,1,Lapsed / Low-Value
C02997,18,11,3512.37,0,Active Regulars
C02998,281,1,131.11,1,Lapsed / Low-Value
C02999,279,2,728.73,1,Lapsed / Low-Value
C03000,51,3,1386.3000000000002,3,At-Risk (Fading Regulars)
